"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"KOTAKBANK","EQ","07-Dec-2018","       1180.25","       1181.00","       1345.95","       1176.15","       1284.55","       1279.65","       1274.63","   33807619","         43092109066.80","     688577","    4436912","         13.12"
"KOTAKBANK","EQ","10-Dec-2018","       1279.65","       1244.10","       1289.90","       1188.00","       1201.50","       1198.35","       1223.62","   18948035","         23185149406.75","     457113","    2172063","         11.46"
"KOTAKBANK","EQ","11-Dec-2018","       1198.35","       1189.00","       1239.00","       1171.00","       1239.00","       1218.70","       1196.24","   10078591","         12056399823.25","     249013","    2400472","         23.82"
"KOTAKBANK","EQ","12-Dec-2018","       1218.70","       1229.40","       1261.00","       1224.20","       1234.00","       1237.15","       1241.16","    6563999","          8146961247.45","     156479","    1746108","         26.60"
"KOTAKBANK","EQ","13-Dec-2018","       1237.15","       1240.00","       1271.80","       1228.60","       1268.60","       1264.40","       1249.77","    4227732","          5283676268.75","     103578","    1445798","         34.20"
"KOTAKBANK","EQ","14-Dec-2018","       1264.40","       1264.40","       1271.70","       1247.10","       1256.60","       1255.95","       1260.29","    2671529","          3366891607.90","      71621","     888933","         33.27"
"KOTAKBANK","EQ","17-Dec-2018","       1255.95","       1260.00","       1266.00","       1207.05","       1222.00","       1222.45","       1227.21","    7385641","          9063729901.40","     185821","    1661496","         22.50"
"KOTAKBANK","EQ","18-Dec-2018","       1222.45","       1214.90","       1239.65","       1214.00","       1236.90","       1237.10","       1226.80","    3678466","          4512733764.05","      99818","    1298611","         35.30"
"KOTAKBANK","EQ","19-Dec-2018","       1237.10","       1238.80","       1245.70","       1222.10","       1224.10","       1225.65","       1231.77","    3032003","          3734735956.85","      85724","    1411756","         46.56"
"KOTAKBANK","EQ","20-Dec-2018","       1225.65","       1219.80","       1239.40","       1215.60","       1237.00","       1236.30","       1228.82","    2300954","          2827469377.10","      62921","     635031","         27.60"
"KOTAKBANK","EQ","21-Dec-2018","       1236.30","       1240.00","       1242.90","       1223.65","       1228.00","       1227.20","       1230.79","    2208029","          2717611747.15","      70540","     882837","         39.98"
"KOTAKBANK","EQ","24-Dec-2018","       1227.20","       1230.00","       1243.45","       1221.00","       1238.00","       1238.50","       1233.83","    1539829","          1899882029.90","      52548","     287817","         18.69"
"KOTAKBANK","EQ","26-Dec-2018","       1238.50","       1234.50","       1250.80","       1210.50","       1250.80","       1248.15","       1229.93","    2379224","          2926290394.15","      70395","     764067","         32.11"
"KOTAKBANK","EQ","27-Dec-2018","       1248.15","       1257.25","       1258.65","       1235.35","       1243.00","       1240.25","       1243.36","    2653738","          3299563660.85","      54771","    1077073","         40.59"
"KOTAKBANK","EQ","28-Dec-2018","       1240.25","       1244.25","       1250.90","       1235.05","       1239.65","       1241.35","       1243.55","    1740134","          2163934982.25","      44434","     646268","         37.14"
"KOTAKBANK","EQ","31-Dec-2018","       1241.35","       1237.00","       1262.50","       1233.50","       1253.00","       1256.50","       1247.55","    2324352","          2899750498.55","      69034","     761564","         32.76"
"KOTAKBANK","EQ","01-Jan-2019","       1256.50","       1254.00","       1256.00","       1242.25","       1249.00","       1250.45","       1249.93","    1202580","          1503135301.95","      29498","     317097","         26.37"
"KOTAKBANK","EQ","02-Jan-2019","       1250.45","       1247.90","       1248.25","       1227.00","       1241.00","       1240.60","       1239.11","    1713677","          2123441233.45","      50162","     671977","         39.21"
"KOTAKBANK","EQ","03-Jan-2019","       1240.60","       1240.00","       1251.00","       1227.65","       1233.00","       1235.25","       1236.83","    1825888","          2258314240.60","      40004","     890956","         48.80"
"KOTAKBANK","EQ","04-Jan-2019","       1235.25","       1238.00","       1252.00","       1230.00","       1245.10","       1247.95","       1242.01","    1468796","          1824256763.45","      50590","     506055","         34.45"
"KOTAKBANK","EQ","07-Jan-2019","       1247.95","       1250.95","       1254.00","       1241.00","       1244.20","       1246.60","       1247.16","    1211456","          1510880049.80","      30308","     490464","         40.49"
"KOTAKBANK","EQ","08-Jan-2019","       1246.60","       1243.00","       1244.20","       1225.95","       1228.00","       1228.90","       1233.45","    1661528","          2049409516.15","      58461","     729428","         43.90"
"KOTAKBANK","EQ","09-Jan-2019","       1228.90","       1237.35","       1244.00","       1228.10","       1236.70","       1238.25","       1236.97","    1647622","          2038062923.90","      67045","     864828","         52.49"
"KOTAKBANK","EQ","10-Jan-2019","       1238.25","       1239.00","       1242.00","       1216.35","       1218.00","       1219.55","       1226.40","    1651443","          2025330771.60","      48553","     782497","         47.38"
"KOTAKBANK","EQ","11-Jan-2019","       1219.55","       1225.00","       1229.20","       1213.20","       1218.50","       1223.20","       1220.78","    2129299","          2599403970.05","      44931","    1099353","         51.63"
"KOTAKBANK","EQ","14-Jan-2019","       1223.20","       1217.00","       1224.45","       1206.40","       1210.00","       1211.75","       1213.94","    1364695","          1656657216.35","      49971","     639889","         46.89"
"KOTAKBANK","EQ","15-Jan-2019","       1211.75","       1217.00","       1220.00","       1210.30","       1216.00","       1213.40","       1214.68","    1153871","          1401589745.55","      25439","     693507","         60.10"
"KOTAKBANK","EQ","16-Jan-2019","       1213.40","       1215.70","       1216.95","       1198.00","       1201.85","       1202.75","       1203.45","    2374649","          2857766478.80","      59998","    1352259","         56.95"
"KOTAKBANK","EQ","17-Jan-2019","       1202.75","       1208.00","       1225.05","       1200.00","       1217.80","       1219.95","       1212.19","    3934500","          4769373428.80","      83580","    2128547","         54.10"
"KOTAKBANK","EQ","18-Jan-2019","       1219.95","       1220.10","       1243.00","       1216.50","       1240.20","       1240.20","       1233.83","    2598572","          3206189774.20","      79534","    1305338","         50.23"
"KOTAKBANK","EQ","21-Jan-2019","       1240.20","       1240.70","       1275.50","       1222.65","       1274.00","       1267.60","       1253.83","    9785366","         12269229626.00","     256765","    2915305","         29.79"
"KOTAKBANK","EQ","22-Jan-2019","       1267.60","       1279.00","       1307.95","       1273.10","       1291.50","       1291.75","       1294.21","    9072680","         11741959333.95","     234775","    2860336","         31.53"
"KOTAKBANK","EQ","23-Jan-2019","       1291.75","       1298.90","       1298.90","       1271.05","       1272.05","       1276.50","       1283.49","    3258582","          4182347119.90","     117883","    1238754","         38.02"
"KOTAKBANK","EQ","24-Jan-2019","       1276.50","       1274.00","       1276.50","       1263.00","       1265.00","       1267.75","       1269.32","    1459776","          1852921473.65","      68169","     582583","         39.91"
"KOTAKBANK","EQ","25-Jan-2019","       1267.75","       1268.80","       1287.70","       1258.55","       1268.85","       1266.15","       1276.61","    1441296","          1839971562.20","      62568","     430344","         29.86"
"KOTAKBANK","EQ","28-Jan-2019","       1266.15","       1269.00","       1285.00","       1255.00","       1259.95","       1260.45","       1271.30","    2054592","          2611997769.50","      71896","     892458","         43.44"
"KOTAKBANK","EQ","29-Jan-2019","       1260.45","       1260.00","       1273.00","       1248.00","       1251.50","       1251.40","       1260.18","    2591590","          3265862348.30","      89223","    1398106","         53.95"
"KOTAKBANK","EQ","30-Jan-2019","       1251.40","       1255.00","       1255.50","       1217.80","       1219.00","       1222.20","       1230.95","    2754232","          3390327317.00","     114019","    1453711","         52.78"
"KOTAKBANK","EQ","31-Jan-2019","       1222.20","       1222.00","       1260.00","       1211.40","       1256.00","       1255.75","       1244.20","    2968660","          3693612615.90","      93267","    1113938","         37.52"
"KOTAKBANK","EQ","01-Feb-2019","       1255.75","       1257.05","       1270.80","       1240.20","       1257.65","       1255.70","       1255.68","    2189154","          2748880851.80","      81346","     945352","         43.18"
"KOTAKBANK","EQ","04-Feb-2019","       1255.70","       1245.00","       1274.70","       1245.00","       1274.00","       1272.20","       1262.62","    1379319","          1741559691.55","      48772","     466581","         33.83"
"KOTAKBANK","EQ","05-Feb-2019","       1272.20","       1276.00","       1287.00","       1267.50","       1277.00","       1279.15","       1279.95","    1917782","          2454656291.70","      55076","     578369","         30.16"
"KOTAKBANK","EQ","06-Feb-2019","       1279.15","       1280.00","       1288.80","       1276.35","       1280.00","       1279.50","       1282.77","    1158741","          1486394095.30","      54285","     488007","         42.12"
"KOTAKBANK","EQ","07-Feb-2019","       1279.50","       1280.00","       1295.00","       1275.30","       1281.70","       1284.55","       1285.53","    1198410","          1540589821.40","      40461","     389883","         32.53"
"KOTAKBANK","EQ","08-Feb-2019","       1284.55","       1284.00","       1311.00","       1277.30","       1298.55","       1299.40","       1298.45","    2481433","          3222015418.85","      74972","    1014487","         40.88"
"KOTAKBANK","EQ","11-Feb-2019","       1299.40","       1296.00","       1315.00","       1294.00","       1301.35","       1301.55","       1306.45","    3144675","          4108345166.35","      86628","    1473890","         46.87"
"KOTAKBANK","EQ","12-Feb-2019","       1301.55","       1300.00","       1310.00","       1295.30","       1298.00","       1298.65","       1303.89","    1482010","          1932384646.25","      45476","     724813","         48.91"
"KOTAKBANK","EQ","13-Feb-2019","       1298.65","       1305.00","       1306.75","       1292.80","       1298.25","       1298.30","       1300.31","     902822","          1173946998.05","      41146","     391661","         43.38"
"KOTAKBANK","EQ","14-Feb-2019","       1298.30","       1302.00","       1302.25","       1271.55","       1285.70","       1286.80","       1283.77","    2491111","          3198002763.00","      70425","    1409729","         56.59"
"KOTAKBANK","EQ","15-Feb-2019","       1286.80","       1287.80","       1290.00","       1270.00","       1283.00","       1283.65","       1279.97","    2006955","          2568849677.00","      68296","    1239882","         61.78"
"KOTAKBANK","EQ","18-Feb-2019","       1283.65","       1281.00","       1288.00","       1273.25","       1275.00","       1277.05","       1281.22","    1265173","          1620965853.10","      42500","     615230","         48.63"
"KOTAKBANK","EQ","19-Feb-2019","       1277.05","       1277.00","       1285.25","       1271.85","       1279.25","       1280.45","       1279.71","    1268328","          1623093727.05","      35986","     576694","         45.47"
"KOTAKBANK","EQ","20-Feb-2019","       1280.45","       1281.30","       1292.00","       1279.20","       1290.75","       1289.75","       1287.03","    1350202","          1737754270.65","      39235","     601533","         44.55"
"KOTAKBANK","EQ","21-Feb-2019","       1289.75","       1291.90","       1297.60","       1283.50","       1288.45","       1289.15","       1289.34","    1819094","          2345437847.80","      41458","    1141149","         62.73"
"KOTAKBANK","EQ","22-Feb-2019","       1289.15","       1251.00","       1258.00","       1225.00","       1238.25","       1237.90","       1230.65","   83859904","        103201901005.40","     299384","   58531864","         69.80"
"KOTAKBANK","EQ","25-Feb-2019","       1237.90","       1243.40","       1246.85","       1230.00","       1238.60","       1240.95","       1238.88","    3735590","          4627937789.70","     104401","    1818638","         48.68"
"KOTAKBANK","EQ","26-Feb-2019","       1240.95","       1224.00","       1249.70","       1220.10","       1234.25","       1236.15","       1233.09","    5026571","          6198217981.20","      97472","    2903338","         57.76"
"KOTAKBANK","EQ","27-Feb-2019","       1236.15","       1238.00","       1241.60","       1211.10","       1213.40","       1216.15","       1223.04","    5388722","          6590619268.60","     184445","    3258609","         60.47"
"KOTAKBANK","EQ","28-Feb-2019","       1216.15","       1213.20","       1225.05","       1210.00","       1213.30","       1213.10","       1215.52","    8722836","         10602739877.10","     177985","    6970117","         79.91"
"KOTAKBANK","EQ","01-Mar-2019","       1213.10","       1221.70","       1230.50","       1217.35","       1224.10","       1225.95","       1224.98","    2162834","          2649422162.40","      78869","    1348572","         62.35"
"KOTAKBANK","EQ","05-Mar-2019","       1225.95","       1223.90","       1246.30","       1217.80","       1240.00","       1240.45","       1237.64","    3128451","          3871881069.60","     110526","    2207022","         70.55"
"KOTAKBANK","EQ","06-Mar-2019","       1240.45","       1242.10","       1247.00","       1236.60","       1243.75","       1241.30","       1241.97","    2306834","          2865024885.50","      97830","    1607743","         69.69"
"KOTAKBANK","EQ","07-Mar-2019","       1241.30","       1244.00","       1246.00","       1235.20","       1235.70","       1237.20","       1240.57","    1434561","          1779669852.90","      46179","     787663","         54.91"
"KOTAKBANK","EQ","08-Mar-2019","       1237.20","       1237.00","       1243.50","       1231.70","       1238.00","       1238.90","       1237.97","    1051433","          1301637776.25","      54970","     520736","         49.53"
"KOTAKBANK","EQ","11-Mar-2019","       1238.90","       1238.00","       1254.90","       1234.00","       1252.00","       1249.55","       1244.41","    2065386","          2570184944.60","      98407","    1217559","         58.95"
"KOTAKBANK","EQ","12-Mar-2019","       1249.55","       1260.45","       1272.00","       1253.10","       1262.00","       1263.35","       1263.31","    3541360","          4473824081.40","     126666","    2156084","         60.88"
"KOTAKBANK","EQ","13-Mar-2019","       1263.35","       1263.50","       1269.10","       1247.05","       1262.00","       1261.25","       1259.33","    2425470","          3054462094.10","      73086","    1170560","         48.26"
"KOTAKBANK","EQ","14-Mar-2019","       1261.25","       1263.00","       1277.45","       1257.00","       1269.55","       1268.95","       1267.25","    2497386","          3164823351.75","      70298","    1267662","         50.76"
"KOTAKBANK","EQ","15-Mar-2019","       1268.95","       1271.90","       1339.35","       1270.00","       1328.00","       1325.15","       1320.32","   10393505","         13722720495.70","     218226","    2423038","         23.31"
"KOTAKBANK","EQ","18-Mar-2019","       1325.15","       1340.00","       1360.00","       1330.80","       1345.05","       1343.65","       1345.56","    5384740","          7245494473.90","     150403","    1923916","         35.73"
"KOTAKBANK","EQ","19-Mar-2019","       1343.65","       1350.00","       1355.00","       1338.55","       1343.55","       1347.75","       1348.83","    3117212","          4204580795.80","     104094","    2001674","         64.21"
"KOTAKBANK","EQ","20-Mar-2019","       1347.75","       1349.10","       1357.90","       1331.00","       1351.05","       1351.60","       1341.92","    3969408","          5326610329.65","      90335","    2537836","         63.93"
"KOTAKBANK","EQ","22-Mar-2019","       1351.60","       1354.70","       1364.65","       1331.00","       1339.00","       1336.25","       1345.86","    2620049","          3526210458.05","     118244","    1494746","         57.05"
"KOTAKBANK","EQ","25-Mar-2019","       1336.25","       1325.95","       1330.85","       1303.20","       1309.00","       1308.65","       1310.83","    2869564","          3761500517.05","      72033","    1744659","         60.80"
"KOTAKBANK","EQ","26-Mar-2019","       1308.65","       1312.25","       1347.95","       1310.05","       1343.10","       1342.95","       1325.84","    2051170","          2719522981.90","      52851","     902470","         44.00"
"KOTAKBANK","EQ","27-Mar-2019","       1342.95","       1349.95","       1363.90","       1325.05","       1329.95","       1332.85","       1346.59","    3039458","          4092913754.30","     101680","    1152906","         37.93"
"KOTAKBANK","EQ","28-Mar-2019","       1332.85","       1338.00","       1352.00","       1328.90","       1344.95","       1340.75","       1340.81","    4616695","          6190089127.95","     134103","    2917635","         63.20"
"KOTAKBANK","EQ","29-Mar-2019","       1340.75","       1350.00","       1352.00","       1329.10","       1334.50","       1334.50","       1338.52","    2257766","          3022055244.90","      79976","    1157221","         51.26"
"KOTAKBANK","EQ","01-Apr-2019","       1334.50","       1336.00","       1362.00","       1326.05","       1338.00","       1339.40","       1341.36","    3167512","          4248789647.20","      99066","    1274939","         40.25"
"KOTAKBANK","EQ","02-Apr-2019","       1339.40","       1344.00","       1344.85","       1328.00","       1343.00","       1339.45","       1335.80","    1775599","          2371838543.10","      86574","     818127","         46.08"
"KOTAKBANK","EQ","03-Apr-2019","       1339.45","       1342.00","       1357.45","       1331.00","       1333.00","       1334.20","       1346.97","    2766566","          3726481872.70","      66630","    1001144","         36.19"
"KOTAKBANK","EQ","04-Apr-2019","       1334.20","       1337.40","       1344.75","       1317.05","       1325.00","       1322.90","       1332.84","    2592949","          3455982453.50","     102444","    1309122","         50.49"
"KOTAKBANK","EQ","05-Apr-2019","       1322.90","       1330.00","       1340.05","       1326.15","       1337.10","       1335.95","       1333.77","    1743729","          2325736123.30","      49542","    1013162","         58.10"
"KOTAKBANK","EQ","08-Apr-2019","       1335.95","       1341.00","       1347.50","       1333.20","       1339.80","       1343.25","       1341.05","    1587867","          2129409369.15","      58526","     821876","         51.76"
"KOTAKBANK","EQ","09-Apr-2019","       1343.25","       1339.95","       1347.15","       1322.10","       1344.00","       1341.45","       1334.89","    2246843","          2999291021.25","      81228","    1298883","         57.81"
"KOTAKBANK","EQ","10-Apr-2019","       1341.45","       1338.05","       1367.95","       1338.05","       1350.00","       1349.90","       1356.32","    3031207","          4111290116.30","      75746","    1229243","         40.55"
"KOTAKBANK","EQ","11-Apr-2019","       1349.90","       1349.70","       1349.95","       1333.55","       1341.30","       1343.20","       1342.09","    1348573","          1809909799.25","      40700","     460520","         34.15"
"KOTAKBANK","EQ","12-Apr-2019","       1343.20","       1343.20","       1348.00","       1336.55","       1344.90","       1343.45","       1342.14","    1704832","          2288122781.00","      59468","    1018229","         59.73"
"KOTAKBANK","EQ","15-Apr-2019","       1343.45","       1348.00","       1378.00","       1343.45","       1376.00","       1373.85","       1362.83","    2879023","          3923615958.90","      53694","    1718214","         59.68"
"KOTAKBANK","EQ","16-Apr-2019","       1373.85","       1382.40","       1390.45","       1370.10","       1383.50","       1386.40","       1381.98","    2332796","          3223875139.55","      63174","     925540","         39.68"
"KOTAKBANK","EQ","18-Apr-2019","       1386.40","       1386.40","       1392.00","       1362.85","       1369.90","       1369.65","       1380.55","    2408936","          3325647185.10","      60393","    1595773","         66.24"
"KOTAKBANK","EQ","22-Apr-2019","       1369.65","       1360.00","       1365.80","       1346.10","       1350.55","       1356.70","       1357.53","    2419108","          3284003736.00","      39196","    1594635","         65.92"
"KOTAKBANK","EQ","23-Apr-2019","       1356.70","       1357.95","       1368.55","       1351.00","       1354.65","       1355.35","       1357.39","    1619687","          2198544842.60","      57149","     857610","         52.95"
"KOTAKBANK","EQ","24-Apr-2019","       1355.35","       1355.00","       1370.00","       1339.65","       1363.75","       1366.75","       1354.99","    1934411","          2621101176.00","      63745","     996434","         51.51"
"KOTAKBANK","EQ","25-Apr-2019","       1366.75","       1368.90","       1377.00","       1355.00","       1359.00","       1360.40","       1367.54","    1807598","          2471954160.35","      51642","     790822","         43.75"
"KOTAKBANK","EQ","26-Apr-2019","       1360.40","       1362.00","       1384.40","       1342.80","       1378.00","       1379.25","       1362.48","    2560864","          3489125238.45","      69078","    1349711","         52.71"
"KOTAKBANK","EQ","30-Apr-2019","       1379.25","       1382.20","       1397.00","       1351.05","       1385.00","       1386.55","       1379.95","    6210573","          8570309790.30","     178494","    1754360","         28.25"
