"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"KOTAKBANK","EQ","21-Jun-2018","       1324.60","       1332.00","       1332.00","       1311.10","       1319.00","       1313.95","       1321.43","     915466","          1209727700.35","      50115","     444246","         48.53"
"KOTAKBANK","EQ","22-Jun-2018","       1313.95","       1318.25","       1324.00","       1308.45","       1319.50","       1321.40","       1314.46","    1267210","          1665695641.65","      32015","     785408","         61.98"
"KOTAKBANK","EQ","25-Jun-2018","       1321.40","       1321.00","       1335.00","       1315.00","       1327.00","       1328.00","       1327.60","    1051297","          1395706367.25","      39964","     588691","         56.00"
"KOTAKBANK","EQ","26-Jun-2018","       1328.00","       1322.00","       1342.10","       1320.15","       1331.00","       1329.85","       1334.09","    1637022","          2183931586.90","      53347","     962888","         58.82"
"KOTAKBANK","EQ","27-Jun-2018","       1329.85","       1332.00","       1339.80","       1320.10","       1325.10","       1324.20","       1329.59","    1308470","          1739725977.45","      51659","     780099","         59.62"
"KOTAKBANK","EQ","28-Jun-2018","       1324.20","       1319.00","       1349.90","       1312.10","       1341.60","       1339.10","       1331.49","    4308361","          5736558532.90","      60218","    2763335","         64.14"
"KOTAKBANK","EQ","29-Jun-2018","       1339.10","       1336.00","       1360.00","       1335.30","       1344.00","       1342.95","       1348.55","    2305393","          3108930407.45","      77623","    1224464","         53.11"
"KOTAKBANK","EQ","02-Jul-2018","       1342.95","       1348.85","       1354.40","       1332.00","       1339.35","       1337.95","       1342.80","    1301687","          1747899344.20","      51100","     612286","         47.04"
"KOTAKBANK","EQ","03-Jul-2018","       1337.95","       1337.00","       1357.00","       1327.60","       1355.00","       1353.15","       1343.65","    1487237","          1998330847.95","      65780","     836227","         56.23"
"KOTAKBANK","EQ","04-Jul-2018","       1353.15","       1355.10","       1369.90","       1346.35","       1365.30","       1365.25","       1358.66","    1347778","          1831173606.80","      29427","     802258","         59.52"
"KOTAKBANK","EQ","05-Jul-2018","       1365.25","       1373.00","       1377.55","       1363.50","       1365.00","       1365.00","       1370.11","    1814111","          2485538927.55","      56880","    1093389","         60.27"
"KOTAKBANK","EQ","06-Jul-2018","       1365.00","       1358.20","       1376.80","       1358.20","       1371.25","       1371.20","       1370.89","    1042184","          1428722914.45","      63730","     539227","         51.74"
"KOTAKBANK","EQ","09-Jul-2018","       1371.20","       1374.90","       1387.75","       1367.50","       1384.25","       1385.10","       1377.59","    1875664","          2583895447.75","      56070","    1283727","         68.44"
"KOTAKBANK","EQ","10-Jul-2018","       1385.10","       1386.15","       1388.60","       1366.20","       1370.85","       1372.15","       1373.24","    1476023","          2026929169.30","      93135","     841906","         57.04"
"KOTAKBANK","EQ","11-Jul-2018","       1372.15","       1371.85","       1389.85","       1367.00","       1388.00","       1386.95","       1381.92","    1447218","          1999945981.55","      38633","     877371","         60.62"
"KOTAKBANK","EQ","12-Jul-2018","       1386.95","       1394.90","       1400.50","       1382.20","       1389.00","       1389.80","       1390.35","    1599679","          2224109779.80","      57110","     821525","         51.36"
"KOTAKBANK","EQ","13-Jul-2018","       1389.80","       1385.25","       1411.90","       1385.25","       1405.00","       1404.35","       1405.38","    1439199","          2022618840.00","      40925","     665662","         46.25"
"KOTAKBANK","EQ","16-Jul-2018","       1404.35","       1409.80","       1417.00","       1398.20","       1408.00","       1408.45","       1407.81","    1505129","          2118939986.90","      85270","     976314","         64.87"
"KOTAKBANK","EQ","17-Jul-2018","       1408.45","       1408.45","       1415.75","       1393.20","       1400.25","       1400.60","       1400.94","    1449255","          2030315443.35","      46439","     972100","         67.08"
"KOTAKBANK","EQ","18-Jul-2018","       1400.60","       1404.00","       1407.95","       1392.20","       1402.85","       1398.55","       1400.98","    1373015","          1923569479.25","      61805","     852075","         62.06"
"KOTAKBANK","EQ","19-Jul-2018","       1398.55","       1408.00","       1408.00","       1333.85","       1345.75","       1347.40","       1362.94","    6013280","          8195751925.30","     115322","    2409254","         40.07"
"KOTAKBANK","EQ","20-Jul-2018","       1347.40","       1340.00","       1366.55","       1331.00","       1335.00","       1333.30","       1341.15","    3305843","          4433620292.85","     138976","    1879593","         56.86"
"KOTAKBANK","EQ","23-Jul-2018","       1333.30","       1330.00","       1351.00","       1322.30","       1343.00","       1337.05","       1336.93","    1957666","          2617252778.40","      85137","    1310123","         66.92"
"KOTAKBANK","EQ","24-Jul-2018","       1337.05","       1342.00","       1348.95","       1305.15","       1310.30","       1312.25","       1319.97","    3125964","          4126186654.95","     116344","    2005386","         64.15"
"KOTAKBANK","EQ","25-Jul-2018","       1312.25","       1309.00","       1317.50","       1294.00","       1313.10","       1314.90","       1304.62","    3117078","          4066600946.10","      82499","    2074292","         66.55"
"KOTAKBANK","EQ","26-Jul-2018","       1314.90","       1311.65","       1322.50","       1294.35","       1310.55","       1311.25","       1307.55","    3664497","          4791512541.15","      76422","    1433092","         39.11"
"KOTAKBANK","EQ","27-Jul-2018","       1311.25","       1313.05","       1327.00","       1305.65","       1312.90","       1311.10","       1316.74","    1885821","          2483145144.90","      73950","     944774","         50.10"
"KOTAKBANK","EQ","30-Jul-2018","       1311.10","       1307.90","       1307.90","       1285.50","       1304.80","       1305.25","       1300.02","    1720338","          2236474195.10","      46052","     963393","         56.00"
"KOTAKBANK","EQ","31-Jul-2018","       1305.25","       1303.80","       1313.60","       1287.15","       1307.15","       1306.85","       1301.47","    1827739","          2378752776.80","      39764","    1008779","         55.19"
"KOTAKBANK","EQ","01-Aug-2018","       1306.85","       1304.85","       1326.10","       1304.85","       1308.65","       1312.70","       1315.37","    1684489","          2215734118.10","      57075","     787476","         46.75"
"KOTAKBANK","EQ","02-Aug-2018","       1312.70","       1309.65","       1311.00","       1276.70","       1278.50","       1280.20","       1289.90","    2065057","          2663710776.30","      62969","    1203971","         58.30"
"KOTAKBANK","EQ","03-Aug-2018","       1280.20","       1297.00","       1314.00","       1289.35","       1308.25","       1309.50","       1304.01","    2745749","          3580476524.85","      71662","    1119297","         40.76"
"KOTAKBANK","EQ","06-Aug-2018","       1309.50","       1313.95","       1314.00","       1279.00","       1284.00","       1282.80","       1288.90","    1895761","          2443444268.90","      59055","     941699","         49.67"
"KOTAKBANK","EQ","07-Aug-2018","       1282.80","       1287.00","       1298.90","       1274.15","       1284.00","       1283.70","       1287.54","    1751392","          2254992883.95","      56258","     730833","         41.73"
"KOTAKBANK","EQ","08-Aug-2018","       1283.70","       1288.00","       1299.70","       1282.55","       1289.00","       1288.30","       1292.72","    1517072","          1961149102.55","      49066","     707251","         46.62"
"KOTAKBANK","EQ","09-Aug-2018","       1288.30","       1292.00","       1292.00","       1270.10","       1278.50","       1277.25","       1278.08","    1422779","          1818424178.40","      47916","     692578","         48.68"
"KOTAKBANK","EQ","10-Aug-2018","       1277.25","       1273.05","       1289.90","       1272.00","       1287.80","       1285.50","       1283.69","    1539484","          1976227884.90","      36900","     829635","         53.89"
"KOTAKBANK","EQ","13-Aug-2018","       1285.50","       1275.00","       1291.25","       1275.00","       1287.35","       1287.15","       1286.13","    1981311","          2548218592.80","      62464","    1038700","         52.42"
"KOTAKBANK","EQ","14-Aug-2018","       1287.15","       1290.00","       1298.80","       1285.00","       1293.00","       1293.00","       1295.57","    1605329","          2079820026.15","      37831","    1050664","         65.45"
"KOTAKBANK","EQ","16-Aug-2018","       1293.00","       1270.00","       1272.00","       1242.75","       1245.00","       1245.40","       1251.94","    5749494","          7198009911.85","     138144","    2394568","         41.65"
"KOTAKBANK","EQ","17-Aug-2018","       1245.40","       1252.00","       1273.95","       1245.00","       1261.00","       1263.25","       1264.49","    3253970","          4114624896.80","      94137","    1546429","         47.52"
"KOTAKBANK","EQ","20-Aug-2018","       1263.25","       1263.25","       1280.25","       1261.45","       1272.85","       1274.75","       1271.86","    1054743","          1341488739.45","      35026","     486230","         46.10"
"KOTAKBANK","EQ","21-Aug-2018","       1274.75","       1269.25","       1272.60","       1260.25","       1264.00","       1263.40","       1267.47","    1143471","          1449311893.80","      44194","     682426","         59.68"
"KOTAKBANK","EQ","23-Aug-2018","       1263.40","       1264.00","       1264.00","       1238.00","       1249.90","       1247.70","       1243.60","    3151993","          3919810832.95","      84742","    2210010","         70.11"
"KOTAKBANK","EQ","24-Aug-2018","       1247.70","       1248.90","       1263.95","       1242.35","       1253.85","       1254.50","       1255.18","    2214361","          2779426325.95","      48665","    1185492","         53.54"
"KOTAKBANK","EQ","27-Aug-2018","       1254.50","       1260.05","       1284.95","       1258.30","       1275.55","       1274.90","       1277.01","    2499503","          3191880964.45","      73498","    1497899","         59.93"
"KOTAKBANK","EQ","28-Aug-2018","       1274.90","       1279.40","       1295.00","       1275.15","       1286.25","       1285.10","       1286.71","    1608796","          2070054754.10","      68762","     899726","         55.93"
"KOTAKBANK","EQ","29-Aug-2018","       1285.10","       1282.15","       1295.00","       1275.00","       1286.00","       1288.60","       1285.53","    1473564","          1894316586.80","      40658","     759670","         51.55"
"KOTAKBANK","EQ","30-Aug-2018","       1288.60","       1282.00","       1282.00","       1263.40","       1276.00","       1278.05","       1274.43","    2372843","          3024015751.10","      69041","    1153270","         48.60"
"KOTAKBANK","EQ","31-Aug-2018","       1278.05","       1275.55","       1294.00","       1275.55","       1287.00","       1287.25","       1286.28","    1569633","          2018980433.90","      49503","     871124","         55.50"
"KOTAKBANK","EQ","03-Sep-2018","       1287.25","       1292.00","       1295.00","       1265.00","       1266.25","       1269.10","       1270.98","    2076747","          2639495128.30","      59594","    1398012","         67.32"
"KOTAKBANK","EQ","04-Sep-2018","       1269.10","       1270.00","       1275.30","       1251.10","       1259.00","       1257.60","       1257.35","    2001489","          2516574198.80","      49476","    1444981","         72.20"
"KOTAKBANK","EQ","05-Sep-2018","       1257.60","       1257.00","       1266.00","       1227.60","       1237.00","       1238.15","       1240.61","    2262546","          2806937975.05","      74217","    1523532","         67.34"
"KOTAKBANK","EQ","06-Sep-2018","       1238.15","       1242.00","       1264.60","       1238.15","       1258.55","       1260.90","       1257.52","    2947633","          3706721323.10","      66281","    1996252","         67.72"
"KOTAKBANK","EQ","07-Sep-2018","       1260.90","       1257.00","       1260.00","       1238.10","       1244.20","       1244.95","       1245.67","    1452290","          1809074599.65","      48485","     788839","         54.32"
"KOTAKBANK","EQ","10-Sep-2018","       1244.95","       1241.00","       1241.50","       1215.00","       1226.60","       1223.35","       1221.23","    2437820","          2977145083.85","     112855","    1583522","         64.96"
"KOTAKBANK","EQ","11-Sep-2018","       1223.35","       1227.00","       1227.65","       1203.75","       1205.70","       1206.40","       1212.42","    2287373","          2773250281.25","      78247","    1520230","         66.46"
"KOTAKBANK","EQ","12-Sep-2018","       1206.40","       1206.00","       1233.75","       1200.00","       1232.00","       1230.40","       1221.85","    2105288","          2572339223.40","      72782","     941529","         44.72"
"KOTAKBANK","EQ","14-Sep-2018","       1230.40","       1240.00","       1244.65","       1228.55","       1238.40","       1239.55","       1237.40","    1921249","          2377350781.45","      77373","    1100699","         57.29"
"KOTAKBANK","EQ","17-Sep-2018","       1239.55","       1227.65","       1238.90","       1221.65","       1228.20","       1230.40","       1230.84","    1861679","          2291430243.60","      39453","    1324830","         71.16"
"KOTAKBANK","EQ","18-Sep-2018","       1230.40","       1227.95","       1233.85","       1210.50","       1213.00","       1215.30","       1224.15","    2270665","          2779633290.85","      65391","    1655581","         72.91"
"KOTAKBANK","EQ","19-Sep-2018","       1215.30","       1217.00","       1234.00","       1217.00","       1226.15","       1226.90","       1228.27","    2077024","          2551154742.15","      71001","    1440131","         69.34"
"KOTAKBANK","EQ","21-Sep-2018","       1226.90","       1227.00","       1246.00","       1143.00","       1185.00","       1180.20","       1201.43","    4533128","          5446245637.15","     112122","    2354747","         51.95"
"KOTAKBANK","EQ","24-Sep-2018","       1180.20","       1180.00","       1182.95","       1144.30","       1145.05","       1148.70","       1152.04","    3457790","          3983497685.20","      99434","    2143308","         61.98"
"KOTAKBANK","EQ","25-Sep-2018","       1148.70","       1146.00","       1191.10","       1120.15","       1186.10","       1183.35","       1146.17","    3776071","          4328021220.30","      97367","    2007583","         53.17"
"KOTAKBANK","EQ","26-Sep-2018","       1183.35","       1186.10","       1188.65","       1161.30","       1165.00","       1169.40","       1173.63","    2446177","          2870899902.60","      50757","    1595934","         65.24"
"KOTAKBANK","EQ","27-Sep-2018","       1169.40","       1172.00","       1177.15","       1138.95","       1145.95","       1142.45","       1151.18","    3967316","          4567095840.00","     102731","    2788762","         70.29"
"KOTAKBANK","EQ","28-Sep-2018","       1142.45","       1147.00","       1163.00","       1133.35","       1135.95","       1141.60","       1146.14","    3421603","          3921645759.30","      71238","    2132743","         62.33"
"KOTAKBANK","EQ","01-Oct-2018","       1141.60","       1090.00","       1130.80","       1002.20","       1118.00","       1122.00","       1082.85","   10535080","         11407922899.45","     248714","    3312349","         31.44"
"KOTAKBANK","EQ","03-Oct-2018","       1122.00","       1116.90","       1138.55","       1086.10","       1105.10","       1098.25","       1116.19","    2961974","          3306122621.00","      83187","    1290574","         43.57"
"KOTAKBANK","EQ","04-Oct-2018","       1098.25","       1085.00","       1094.55","       1056.60","       1069.00","       1074.50","       1078.04","    3439111","          3707496502.40","      88547","    1842937","         53.59"
"KOTAKBANK","EQ","05-Oct-2018","       1074.50","       1070.70","       1088.95","       1040.45","       1047.10","       1052.20","       1073.60","    3767039","          4044300231.25","     136474","    2308314","         61.28"
"KOTAKBANK","EQ","08-Oct-2018","       1052.20","       1050.05","       1116.80","       1044.15","       1099.20","       1104.30","       1082.63","    4067810","          4403950339.40","     121010","    2253161","         55.39"
"KOTAKBANK","EQ","09-Oct-2018","       1104.30","       1106.00","       1126.50","       1085.50","       1111.55","       1108.45","       1111.80","    3114848","          3463079802.05","     114881","    1708120","         54.84"
"KOTAKBANK","EQ","10-Oct-2018","       1108.45","       1113.50","       1146.60","       1112.25","       1140.00","       1137.75","       1132.75","    3385261","          3834643782.00","     107595","    2255142","         66.62"
"KOTAKBANK","EQ","11-Oct-2018","       1137.75","       1100.00","       1120.00","       1095.00","       1117.95","       1115.55","       1111.14","    2283217","          2536965302.15","      67039","    1282973","         56.19"
"KOTAKBANK","EQ","12-Oct-2018","       1115.55","       1122.00","       1173.15","       1122.00","       1166.05","       1167.15","       1157.80","    6276615","          7267070737.50","     118556","    4883812","         77.81"
"KOTAKBANK","EQ","15-Oct-2018","       1167.15","       1170.00","       1183.80","       1157.50","       1168.75","       1170.45","       1171.89","    3181839","          3728774795.95","     106734","    2062295","         64.81"
"KOTAKBANK","EQ","16-Oct-2018","       1170.45","       1171.50","       1181.70","       1162.75","       1169.95","       1175.75","       1172.53","    3685402","          4321243715.10","      61618","    2852842","         77.41"
"KOTAKBANK","EQ","17-Oct-2018","       1175.75","       1185.00","       1188.65","       1172.25","       1173.05","       1176.00","       1182.02","    4792844","          5665249974.35","      56509","    3722610","         77.67"
"KOTAKBANK","EQ","19-Oct-2018","       1176.00","       1165.00","       1206.00","       1160.60","       1198.00","       1198.95","       1179.99","    3566784","          4208767188.50","      60714","    2463180","         69.06"
"KOTAKBANK","EQ","22-Oct-2018","       1198.95","       1205.20","       1219.20","       1157.50","       1164.00","       1164.00","       1194.63","    4342603","          5187785342.20","      98032","    2413265","         55.57"
"KOTAKBANK","EQ","23-Oct-2018","       1164.00","       1150.00","       1179.80","       1143.55","       1173.70","       1174.45","       1162.92","    2237537","          2602086857.15","      44047","    1213440","         54.23"
"KOTAKBANK","EQ","24-Oct-2018","       1174.45","       1185.00","       1195.05","       1153.95","       1181.00","       1177.10","       1172.56","    4309834","          5053527060.35","     107194","    1426887","         33.11"
"KOTAKBANK","EQ","25-Oct-2018","       1177.10","       1173.00","       1194.20","       1165.00","       1189.50","       1185.80","       1177.95","    3613893","          4256967324.30","     120523","    2350963","         65.05"
"KOTAKBANK","EQ","26-Oct-2018","       1185.80","       1185.00","       1193.00","       1152.30","       1153.00","       1158.60","       1173.41","    1842212","          2161665729.75","      58845","     798417","         43.34"
"KOTAKBANK","EQ","29-Oct-2018","       1158.60","       1152.10","       1152.90","       1098.45","       1140.00","       1138.10","       1122.35","    3711300","          4165371284.30","      79549","    1700003","         45.81"
"KOTAKBANK","EQ","30-Oct-2018","       1138.10","       1140.00","       1146.00","       1115.30","       1120.10","       1123.80","       1130.55","    1950633","          2205285030.80","      52405","     755316","         38.72"
"KOTAKBANK","EQ","31-Oct-2018","       1123.80","       1129.10","       1135.00","       1107.00","       1117.10","       1119.15","       1116.34","    2764840","          3086490919.95","      91833","    1505296","         54.44"
"KOTAKBANK","EQ","01-Nov-2018","       1119.15","       1123.70","       1126.75","       1101.10","       1107.00","       1109.55","       1111.22","    2669317","          2966190183.45","      90760","    1080238","         40.47"
"KOTAKBANK","EQ","02-Nov-2018","       1109.55","       1118.25","       1146.00","       1112.50","       1132.15","       1133.20","       1135.16","    3900710","          4427928911.00","     112546","    2041928","         52.35"
"KOTAKBANK","EQ","05-Nov-2018","       1133.20","       1135.00","       1135.00","       1115.50","       1130.00","       1129.45","       1125.43","    1403820","          1579905140.40","      41992","     577333","         41.13"
"KOTAKBANK","EQ","06-Nov-2018","       1129.45","       1128.45","       1140.00","       1121.15","       1127.90","       1125.30","       1134.65","    2106333","          2389953334.10","      50697","     954525","         45.32"
"KOTAKBANK","EQ","07-Nov-2018","       1125.30","       1134.00","       1139.30","       1132.35","       1133.20","       1134.30","       1134.82","     163566","           185617432.55","       4681","      77903","         47.63"
"KOTAKBANK","EQ","09-Nov-2018","       1134.30","       1132.00","       1138.85","       1115.75","       1138.00","       1135.55","       1129.79","    1636807","          1849250567.25","      56570","     977824","         59.74"
"KOTAKBANK","EQ","12-Nov-2018","       1135.55","       1139.00","       1161.95","       1138.15","       1153.00","       1153.70","       1153.97","    2287379","          2639566114.95","      56683","    1364864","         59.67"
"KOTAKBANK","EQ","13-Nov-2018","       1153.70","       1150.00","       1171.40","       1140.00","       1163.05","       1165.90","       1156.00","    2117621","          2447976170.30","      33007","    1290923","         60.96"
"KOTAKBANK","EQ","14-Nov-2018","       1165.90","       1170.10","       1175.00","       1122.40","       1125.00","       1129.90","       1146.86","    2706898","          3104435296.15","      72923","    1351604","         49.93"
"KOTAKBANK","EQ","15-Nov-2018","       1129.90","       1139.00","       1166.00","       1132.00","       1161.15","       1162.25","       1147.40","    3049191","          3498628740.20","      76870","     929728","         30.49"
"KOTAKBANK","EQ","16-Nov-2018","       1162.25","       1172.00","       1173.00","       1152.75","       1172.00","       1168.60","       1164.72","    1862043","          2168761530.60","      75874","     788788","         42.36"
"KOTAKBANK","EQ","19-Nov-2018","       1168.60","       1175.00","       1188.95","       1165.00","       1177.00","       1175.25","       1178.09","    2005694","          2362883422.80","      91598","    1045444","         52.12"
"KOTAKBANK","EQ","20-Nov-2018","       1175.25","       1170.00","       1178.30","       1162.15","       1169.20","       1169.95","       1170.16","    1805161","          2112333033.30","      50668","    1100786","         60.98"
"KOTAKBANK","EQ","21-Nov-2018","       1169.95","       1169.95","       1185.00","       1169.85","       1174.60","       1176.70","       1177.64","    1432572","          1687047292.90","      36788","     822038","         57.38"
"KOTAKBANK","EQ","22-Nov-2018","       1176.70","       1171.00","       1182.00","       1167.60","       1169.80","       1170.60","       1174.37","    1257089","          1476290045.90","      29394","     689974","         54.89"
"KOTAKBANK","EQ","26-Nov-2018","       1170.60","       1173.15","       1180.00","       1153.05","       1168.55","       1170.55","       1162.42","    2456379","          2855336964.35","      41216","    1208256","         49.19"
"KOTAKBANK","EQ","27-Nov-2018","       1170.55","       1163.10","       1178.95","       1163.10","       1175.10","       1173.55","       1171.61","    1737759","          2035975608.00","      57767","     979720","         56.38"
"KOTAKBANK","EQ","28-Nov-2018","       1173.55","       1172.15","       1187.70","       1157.60","       1162.95","       1160.25","       1173.05","    1950956","          2288563935.00","      40476","     982290","         50.35"
"KOTAKBANK","EQ","29-Nov-2018","       1160.25","       1165.50","       1219.90","       1157.00","       1209.00","       1212.95","       1186.53","    6607241","          7839668286.25","      88735","    4370112","         66.14"
"KOTAKBANK","EQ","30-Nov-2018","       1212.95","       1209.00","       1238.40","       1197.70","       1235.00","       1233.95","       1219.55","    3005495","          3665352436.00","      81694","    1091377","         36.31"
"KOTAKBANK","EQ","03-Dec-2018","       1233.95","       1240.00","       1244.00","       1218.40","       1227.00","       1226.10","       1231.76","    1817913","          2239223713.30","      63409","     937101","         51.55"
"KOTAKBANK","EQ","04-Dec-2018","       1226.10","       1227.00","       1236.30","       1210.00","       1225.90","       1225.30","       1222.69","    1565130","          1913665391.15","      67627","     694719","         44.39"
"KOTAKBANK","EQ","05-Dec-2018","       1225.30","       1221.55","       1228.40","       1203.00","       1213.65","       1211.50","       1211.62","    2856527","          3461011025.60","      68896","    1855571","         64.96"
"KOTAKBANK","EQ","06-Dec-2018","       1211.50","       1205.00","       1205.00","       1171.15","       1183.35","       1180.25","       1185.35","    3097300","          3671395986.30","      81535","    2006521","         64.78"
